ProductID,ProductName,Color,ModelDescription,FabricDescription,Category,Gender,ProductLine,Weight,Size,PackSize,Status,InventoryDate,PurchasePrice,Año,Mes,Mes/Año
3920,XL-K4695,Sin definir,K,4695,Briefs,Women's Panties,Underwear,525.0,XL,Dozen,In Production,2006-02-19,5.6,2006,2,2/2006
3921,XXL-K4695,Sin definir,K,4695,Briefs,Women's Panties,Underwear,605.0,XXL,Dozen,In Production,2006-02-19,6.1,2006,2,2/2006
3922,S-TB4695,Sin definir,TB,4695,Thongs,Women's Panties,Underwear,165.0,S,Dozen,In Production,2006-02-19,3.5,2006,2,2/2006
3923,M-TB4695,Sin definir,TB,4695,Thongs,Women's Panties,Underwear,165.0,M,Dozen,In Production,2006-02-19,3.7,2006,2,2/2006
3924,L-TB4695,Sin definir,TB,4695,Thongs,Women's Panties,Underwear,205.0,L,Dozen,In Production,2006-02-19,3.9,2006,2,2/2006
3925,L-B4642H,Sin definir,B,4642,Briefs,Women's Panties,Underwear,320.0,L,Dozen,In Production,2006-02-19,5.6,2006,2,2/2006
3926,L-B4642K,Sin definir,B,4642,Briefs,Women's Panties,Underwear,305.0,L,Dozen,In Production,2006-02-19,5.1,2006,2,2/2006
3927,L-B4642SH,Sin definir,B,4642,Briefs,Women's Panties,Underwear,380.0,L,Dozen,In Production,2006-02-19,5.9,2006,2,2/2006
3928,L-B4642SK,Sin definir,B,4642,Briefs,Women's Panties,Underwear,350.0,L,Dozen,In Production,2006-02-19,5.4,2006,2,2/2006
3929,L-B4642SV,Sin definir,B,4642,Briefs,Women's Panties,Underwear,355.0,L,Dozen,In Production,2006-02-19,5.4,2006,2,2/2006
3930,L-B4642V,Sin definir,B,4642,Briefs,Women's Panties,Underwear,345.0,L,Dozen,In Production,2006-02-19,5.1,2006,2,2/2006
3931,L-TB4642SV,Sin definir,TB,4642,Thongs,Women's Panties,Underwear,205.0,L,Dozen,In Production,2006-02-19,4.8,2006,2,2/2006
3932,L-TB4642V,Sin definir,TB,4642,Thongs,Women's Panties,Underwear,210.0,L,Dozen,In Production,2006-02-19,4.6,2006,2,2/2006
3933,M-B4642H,Sin definir,B,4642,Briefs,Women's Panties,Underwear,320.0,M,Dozen,In Production,2006-02-19,5.3,2006,2,2/2006
3934,M-B4642K,Sin definir,B,4642,Briefs,Women's Panties,Underwear,320.0,M,Dozen,In Production,2006-02-19,4.8,2006,2,2/2006
3935,M-B4642SH,Sin definir,B,4642,Briefs,Women's Panties,Underwear,325.0,M,Dozen,In Production,2006-02-19,5.6,2006,2,2/2006
3936,M-B4642SK,Sin definir,B,4642,Briefs,Women's Panties,Underwear,315.0,M,Dozen,In Production,2006-02-19,5.1,2006,2,2/2006
3937,M-B4642SV,Sin definir,B,4642,Briefs,Women's Panties,Underwear,340.0,M,Dozen,In Production,2006-02-19,5.1,2006,2,2/2006
3938,M-B4642V,Sin definir,B,4642,Briefs,Women's Panties,Underwear,320.0,M,Dozen,In Production,2006-02-19,4.8,2006,2,2/2006
3939,M-TB4642SV,Sin definir,TB,4642,Thongs,Women's Panties,Underwear,195.0,M,Dozen,In Production,2006-02-19,4.6,2006,2,2/2006
3940,M-TB4642V,Sin definir,TB,4642,Thongs,Women's Panties,Underwear,180.0,M,Dozen,In Production,2006-02-19,4.4,2006,2,2/2006
3941,S-B4642H,Sin definir,B,4642,Briefs,Women's Panties,Underwear,270.0,S,Dozen,In Production,2006-02-19,5.0,2006,2,2/2006
3942,S-B4642K,Sin definir,B,4642,Briefs,Women's Panties,Underwear,300.0,S,Dozen,In Production,2006-02-19,4.5,2006,2,2/2006
3943,S-B4642SH,Sin definir,B,4642,Briefs,Women's Panties,Underwear,295.0,S,Dozen,In Production,2006-02-19,5.3,2006,2,2/2006
3944,S-B4642SK,Sin definir,B,4642,Briefs,Women's Panties,Underwear,285.0,S,Dozen,In Production,2006-02-19,4.8,2006,2,2/2006
3945,S-B4642SV,Sin definir,B,4642,Briefs,Women's Panties,Underwear,300.0,S,Dozen,In Production,2006-02-19,4.8,2006,2,2/2006
3946,S-B4642V,Sin definir,B,4642,Briefs,Women's Panties,Underwear,295.0,S,Dozen,In Production,2006-02-19,4.5,2006,2,2/2006
3947,S-TB4642SV,Sin definir,TB,4642,Thongs,Women's Panties,Underwear,165.0,S,Dozen,In Production,2006-02-19,4.4,2006,2,2/2006
3948,S-TB4642V,Sin definir,TB,4642,Thongs,Women's Panties,Underwear,160.0,S,Dozen,In Production,2006-02-19,4.2,2006,2,2/2006
3949,XL-B4642K,Sin definir,B,4642,Briefs,Women's Panties,Underwear,360.0,XL,Dozen,In Production,2006-02-19,5.4,2006,2,2/2006
3950,XL-B4642SH,Sin definir,B,4642,Briefs,Women's Panties,Underwear,405.0,XL,Dozen,In Production,2006-02-19,6.2,2006,2,2/2006
3951,XL-B4642SK,Sin definir,B,4642,Briefs,Women's Panties,Underwear,395.0,XL,Dozen,In Production,2006-02-19,5.7,2006,2,2/2006
3952,XL-B4642SV,Sin definir,B,4642,Briefs,Women's Panties,Underwear,390.0,XL,Dozen,In Production,2006-02-19,5.7,2006,2,2/2006
3953,XL-B4642V,Sin definir,B,4642,Briefs,Women's Panties,Underwear,385.0,XL,Dozen,In Production,2006-02-19,5.4,2006,2,2/2006
3954,SM-BAD90,Sin definir,BAD,90,Undershirts,Women's Undershirts,Underwear,350.0,S-M,Dozen,In Production,2006-02-19,6.5,2006,2,2/2006
3955,SM-FAV4690,Sin definir,FAV,4690,Undershirts,Women's Undershirts,Underwear,865.0,S-M,Dozen,In Production,2006-02-19,10.0,2006,2,2/2006
3956,LXL-FAV90,Sin definir,FAV,90,Undershirts,Women's Undershirts,Underwear,960.0,L-XL,Dozen,In Production,2006-02-19,12.0,2006,2,2/2006
3957,LXL-BAD90,Sin definir,BAD,90,Undershirts,Women's Undershirts,Underwear,390.0,L-XL,Dozen,In Production,2006-02-19,7.0,2006,2,2/2006
3958,L-B4690,Sin definir,B,4690,Briefs,Women's Panties,Underwear,335.0,L,Dozen,In Production,2006-02-19,4.7,2006,2,2/2006
3959,XL-B4690,Sin definir,B,4690,Briefs,Women's Panties,Underwear,385.0,XL,Dozen,In Production,2006-02-18,5.0,2006,2,2/2006
3960,M-B469042V,Sin definir,B,469042,Briefs,Women's Panties,Underwear,305.0,M,Dozen,Out of Production,2006-02-19,5.3,2006,2,2/2006
3961,L-B469042V,Sin definir,B,469042,Briefs,Women's Panties,Underwear,345.0,L,Dozen,Out of Production,2006-02-19,5.6,2006,2,2/2006
3962,XL-B469042V,Sin definir,B,469042,Briefs,Women's Panties,Underwear,360.0,XL,Dozen,Out of Production,2006-02-19,5.9,2006,2,2/2006
3963,M-B469042Y,Sin definir,B,469042,Briefs,Women's Panties,Underwear,335.0,M,Dozen,Out of Production,2006-02-19,5.3,2006,2,2/2006
3964,L-B469042Y,Sin definir,B,469042,Briefs,Women's Panties,Underwear,355.0,L,Dozen,Out of Production,2006-02-19,5.6,2006,2,2/2006
3965,XL-B469042Y,Sin definir,B,469042,Briefs,Women's Panties,Underwear,370.0,XL,Dozen,Out of Production,2006-02-19,5.9,2006,2,2/2006
3966,L-BS90,Sin definir,BS,90,Briefs,Women's Panties,Underwear,310.0,L,Dozen,In Production,2006-02-19,6.2,2006,2,2/2006
3967,XL-TB4690,Sin definir,TB,4690,Thongs,Women's Panties,Underwear,210.0,XL,Dozen,In Production,2006-02-19,4.1,2006,2,2/2006
3968,L-S464AT3K,Sin definir,S,4643,Briefs,Women's Panties,Underwear,440.0,L,Dozen,In Production,2006-02-19,6.1,2006,2,2/2006
3969,L-S4643SK,Sin definir,S,4643,Briefs,Women's Panties,Underwear,460.0,L,Dozen,In Production,2006-02-19,6.6,2006,2,2/2006
3970,L-B4643R,Sin definir,B,4643,Briefs,Women's Panties,Underwear,360.0,L,Dozen,In Production,2006-02-19,5.6,2006,2,2/2006
3971,M-B4643R,Sin definir,B,4643,Briefs,Women's Panties,Underwear,300.0,M,Dozen,In Production,2006-02-19,5.3,2006,2,2/2006
3972,L-B4643SR,Sin definir,B,4643,Briefs,Women's Panties,Underwear,220.0,L,Dozen,In Production,2006-02-19,5.9,2006,2,2/2006
3973,L-BS4689,Sin definir,BS,4689,Briefs,Women's Panties,Underwear,270.0,L,Dozen,In Production,2006-02-19,6.3,2006,2,2/2006
3974,M-BS4689,Sin definir,BS,4689,Briefs,Women's Panties,Underwear,285.0,M,Dozen,In Production,2006-02-19,6.0,2006,2,2/2006
3975,S-BS4689,Sin definir,BS,4689,Briefs,Women's Panties,Underwear,265.0,S,Dozen,In Production,2006-02-19,5.7,2006,2,2/2006
3976,L-TB4689,Sin definir,TB,4689,Thongs,Women's Panties,Underwear,205.0,L,Dozen,In Production,2006-02-19,3.9,2006,2,2/2006
3977,M-TB4689,Sin definir,TB,4689,Thongs,Women's Panties,Underwear,170.0,M,Dozen,In Production,2006-02-19,3.7,2006,2,2/2006
3978,S-TB4689,Sin definir,TB,4689,Thongs,Women's Panties,Underwear,165.0,S,Dozen,In Production,2006-02-19,3.5,2006,2,2/2006
3979,M-B4649,Sin definir,B,4649,Briefs,Women's Panties,Underwear,300.0,M,Dozen,In Production,2006-02-19,4.7,2006,2,2/2006
3980,S-B4649,Sin definir,B,4649,Briefs,Women's Panties,Underwear,265.0,S,Dozen,In Production,2006-02-19,4.4,2006,2,2/2006
3981,XL-B4649,Sin definir,B,4649,Briefs,Women's Panties,Underwear,355.0,XL,Dozen,In Production,2006-02-19,5.3,2006,2,2/2006
3982,L-B4649P,Sin definir,B,4649,Briefs,Women's Panties,Underwear,305.0,L,Dozen,In Production,2006-02-19,5.1,2006,2,2/2006
3983,M-B4649P,Sin definir,B,4649,Briefs,Women's Panties,Underwear,275.0,M,Dozen,In Production,2006-02-19,4.8,2006,2,2/2006
3984,S-B4649P,Sin definir,B,4649,Briefs,Women's Panties,Underwear,275.0,S,Dozen,In Production,2006-02-19,4.5,2006,2,2/2006
3985,XL-B4649P,Sin definir,B,4649,Briefs,Women's Panties,Underwear,370.0,XL,Dozen,In Production,2006-02-19,5.4,2006,2,2/2006
3986,M-B4649S,Sin definir,B,4649,Briefs,Women's Panties,Underwear,295.0,M,Dozen,Out of Production,2006-02-19,5.0,2006,2,2/2006
3987,S-B4649S,Sin definir,B,4649,Briefs,Women's Panties,Underwear,265.0,S,Dozen,Out of Production,2006-02-19,4.7,2006,2,2/2006
3988,L-BS4649,Sin definir,BS,4649,Briefs,Women's Panties,Underwear,295.0,L,Dozen,In Production,2006-02-19,6.3,2006,2,2/2006
3989,M-BS4649,Sin definir,BS,4649,Briefs,Women's Panties,Underwear,270.0,M,Dozen,In Production,2006-02-19,6.0,2006,2,2/2006
3990,S-BS4649,Sin definir,BS,4649,Briefs,Women's Panties,Underwear,245.0,S,Dozen,In Production,2006-02-19,5.7,2006,2,2/2006
3991,L-TB4649,Sin definir,TB,4649,Thongs,Women's Panties,Underwear,185.0,L,Dozen,In Production,2006-02-19,4.1,2006,2,2/2006
3992,M-TB4649,Sin definir,TB,4649,Thongs,Women's Panties,Underwear,180.0,M,Dozen,In Production,2006-02-19,3.9,2006,2,2/2006
3993,S-TB4649,Sin definir,TB,4649,Thongs,Women's Panties,Underwear,155.0,S,Dozen,In Production,2006-02-19,3.7,2006,2,2/2006
3994,L-TB4649S,Sin definir,TB,4649,Thongs,Women's Panties,Underwear,205.0,L,Dozen,In Production,2006-02-19,4.3,2006,2,2/2006
3995,M-TB4649P,Sin definir,TB,4649,Thongs,Women's Panties,Underwear,175.0,M,Dozen,In Production,2006-02-19,4.0,2006,2,2/2006
3996,L-TB4649P,Sin definir,TB,4649,Thongs,Women's Panties,Underwear,175.0,L,Dozen,In Production,2006-02-19,4.2,2006,2,2/2006
3997,S-TB4649P,Sin definir,TB,4649,Thongs,Women's Panties,Underwear,155.0,S,Dozen,In Production,2006-02-19,3.8,2006,2,2/2006
3998,M-TB4649S,Sin definir,TB,4649,Thongs,Women's Panties,Underwear,165.0,M,Dozen,In Production,2006-02-19,4.1,2006,2,2/2006
3999,S-TB4649S,Sin definir,TB,4649,Thongs,Women's Panties,Underwear,165.0,S,Dozen,In Production,2006-02-19,3.9,2006,2,2/2006
4000,XL-B4655,Sin definir,B,4655,Briefs,Women's Panties,Underwear,370.0,XL,Dozen,In Production,2006-02-19,4.5,2006,2,2/2006
4001,S-B4655,Sin definir,B,4655,Briefs,Women's Panties,Underwear,270.0,S,Dozen,In Production,2006-02-19,3.6,2006,2,2/2006
4002,XL-S4616,Sin definir,S,4616,Briefs,Women's Panties,Underwear,475.0,XL,Dozen,In Production,2006-02-19,8.5,2006,2,2/2006
4003,M-B4616,Sin definir,B,4616,Briefs,Women's Panties,Underwear,315.0,M,Dozen,In Production,2006-02-23,6.2,2006,2,2/2006
4004,S-B4690,Sin definir,B,4690,Briefs,Women's Panties,Underwear,290.0,S,Dozen,In Production,2006-02-23,4.1,2006,2,2/2006
4005,S-B4643R,Sin definir,B,4643,Briefs,Women's Panties,Underwear,290.0,S,Dozen,In Production,2006-02-23,5.0,2006,2,2/2006
4006,1-B3099DD,Sin definir,B,3099,Briefs,Girls' Panties,Underwear,180.0,1,Dozen,In Production,2006-03-13,3.99,2006,3,3/2006
4007,2-B3099DD,Sin definir,B,3099,Briefs,Girls' Panties,Underwear,210.0,2,Dozen,In Production,2006-03-13,4.2,2006,3,3/2006
4008,3-B3099DD,Sin definir,B,3099,Briefs,Girls' Panties,Underwear,230.0,3,Dozen,In Production,2006-03-13,4.41,2006,3,3/2006
4009,1-B3019,Sin definir,B,3019,Briefs,Women's Panties,Underwear,190.0,1,Dozen,In Production,2006-03-13,3.5,2006,3,3/2006
4010,3-B3099KD,Sin definir,B,3099,Briefs,Girls' Panties,Underwear,230.0,3,Dozen,In Production,2006-03-13,4.31,2006,3,3/2006
4011,S-BX34E,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,70.0,S,Single Unit,In Production,2006-03-13,1.1,2006,3,3/2006
4012,M-BX34E,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,75.0,M,Single Unit,In Production,2006-03-13,1.2,2006,3,3/2006
4013,L-BX34E,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,85.0,L,Single Unit,In Production,2006-03-13,1.3,2006,3,3/2006
4014,XL-BX34E,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,95.0,XL,Single Unit,In Production,2006-03-13,1.4,2006,3,3/2006
4015,S-BX46KE,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,65.0,S,Single Unit,In Production,2006-03-13,1.1,2006,3,3/2006
4016,S-BX46E,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,60.0,S,Single Unit,In Production,2006-03-13,1.0,2006,3,3/2006
4017,S-BX46SE,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,60.0,S,Single Unit,In Production,2006-03-13,1.1,2006,3,3/2006
4018,S-BX46CE,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,65.0,S,Single Unit,In Production,2006-03-13,1.1,2006,3,3/2006
4019,S-B86,Sin definir,B,86,Briefs,Women's Panties,Underwear,285.0,S,Dozen,In Production,2006-03-13,3.6,2006,3,3/2006
4021,L-B86,Sin definir,B,86,Briefs,Women's Panties,Underwear,335.0,L,Dozen,In Production,2006-03-13,4.2,2006,3,3/2006
4022,XL-B86,Sin definir,B,86,Briefs,Women's Panties,Underwear,375.0,XL,Dozen,In Production,2006-03-13,4.5,2006,3,3/2006
4023,3XL-S46,Sin definir,S,46,Briefs,Women's Panties,Underwear,450.0,3XL,Dozen,In Production,2006-03-13,5.3,2006,3,3/2006
4024,3XL-S4673,Sin definir,S,4673,Briefs,Women's Panties,Underwear,479.0,3XL,Dozen,In Production,2006-03-13,6.0,2006,3,3/2006
4025,1-B3099KD,Sin definir,B,3099,Briefs,Women's Panties,Underwear,180.0,1,Dozen,In Production,2006-03-13,3.89,2006,3,3/2006
4026,S-B4650S,Sin definir,B,4650,Briefs,Women's Panties,Underwear,265.0,S,Dozen,In Production,2006-03-13,5.25,2006,3,3/2006
4027,S-B4683,Sin definir,B,4683,Briefs,Women's Panties,Underwear,240.0,S,Dozen,In Production,2006-03-13,5.0,2006,3,3/2006
4028,S-TD46,Sin definir,TD,46,Thongs,Women's Panties,Underwear,155.0,S,Dozen,In Production,2006-03-13,3.0,2006,3,3/2006
4029,M-TD46,Sin definir,TD,46,Thongs,Women's Panties,Underwear,160.0,M,Dozen,In Production,2006-03-13,3.2,2006,3,3/2006
4030,L-TD46,Sin definir,TD,46,Thongs,Women's Panties,Underwear,185.0,L,Dozen,In Production,2006-03-13,3.4,2006,3,3/2006
4031,S-TD46S,Sin definir,TD,46,Thongs,Women's Panties,Underwear,165.0,S,Dozen,In Production,2006-03-13,3.2,2006,3,3/2006
4032,M-TD46S,Sin definir,TD,46,Thongs,Women's Panties,Underwear,175.0,M,Dozen,In Production,2006-03-13,3.4,2006,3,3/2006
4033,M-B4685,Sin definir,B,4685,Briefs,Women's Panties,Underwear,300.0,M,Dozen,In Production,2006-03-13,4.0,2006,3,3/2006
4034,L-B4685,Sin definir,B,4685,Briefs,Women's Panties,Underwear,330.0,L,Dozen,In Production,2006-03-13,4.3,2006,3,3/2006
4035,XL-B4685,Sin definir,B,4685,Briefs,Women's Panties,Underwear,360.0,XL,Dozen,In Production,2006-03-13,4.6,2006,3,3/2006
4036,S-B4602,Sin definir,B,4602,Briefs,Women's Panties,Underwear,280.0,S,Dozen,In Production,2006-03-13,6.0,2006,3,3/2006
4037,S-AG46S,Sin definir,AG,46,Briefs,Women's Panties,Underwear,365.0,S,Dozen,Out of Production,2006-03-13,4.2,2006,3,3/2006
4038,5XL-K23E,Sin definir,K,23,Briefs,Women's Panties,Underwear,680.0,5XL,Dozen,In Production,2006-03-13,5.1,2006,3,3/2006
4039,6XL-K23E,Sin definir,K,23,Briefs,Women's Panties,Underwear,750.0,6XL,Dozen,In Production,2006-03-13,5.4,2006,3,3/2006
4041,6XL-K32E,Sin definir,K,32,Briefs,Women's Panties,Underwear,830.0,6XL,Dozen,In Production,2006-03-13,6.3,2006,3,3/2006
4044,S-B41D,Sin definir,B,41,Briefs,Women's Panties,Underwear,235.0,S,Dozen,In Production,2006-03-14,3.4,2006,3,3/2006
4045,XL-B41D,Sin definir,B,41,Briefs,Women's Panties,Underwear,315.0,XL,Dozen,In Production,2006-03-13,4.3,2006,3,3/2006
4046,L-B41SD,Sin definir,B,41,Briefs,Women's Panties,Underwear,280.0,L,Dozen,In Production,2006-03-14,4.3,2006,3,3/2006
4047,M-B41SD,Sin definir,B,41,Briefs,Women's Panties,Underwear,250.0,M,Dozen,In Production,2006-03-14,4.0,2006,3,3/2006
4048,S-B41SD,Sin definir,B,41,Briefs,Women's Panties,Underwear,225.0,S,Dozen,In Production,2006-03-14,3.7,2006,3,3/2006
4049,XL-B41SD,Sin definir,B,41,Briefs,Women's Panties,Underwear,345.0,XL,Dozen,In Production,2006-03-14,4.6,2006,3,3/2006
4050,L-B46DCB,Sin definir,B,46,Briefs,Women's Panties,Underwear,290.0,L,Dozen,In Production,2006-03-14,5.3,2006,3,3/2006
4051,M-B46DCB,Sin definir,B,46,Briefs,Women's Panties,Underwear,260.0,M,Dozen,In Production,2006-03-14,5.0,2006,3,3/2006
4052,XL-B46DCB,Sin definir,B,46,Briefs,Women's Panties,Underwear,335.0,XL,Dozen,In Production,2006-03-14,5.6,2006,3,3/2006
4053,S-B46DCB,Sin definir,B,46,Briefs,Women's Panties,Underwear,260.0,S,Dozen,In Production,2006-03-14,4.7,2006,3,3/2006
4054,XL-B46SDCB,Sin definir,B,46,Briefs,Women's Panties,Underwear,330.0,XL,Dozen,In Production,2006-03-14,5.9,2006,3,3/2006
4055,L-B55D,Sin definir,B,55,Briefs,Women's Panties,Underwear,300.0,L,Dozen,In Production,2006-03-14,4.0,2006,3,3/2006
4056,M-B55D,Sin definir,B,55,Briefs,Women's Panties,Underwear,270.0,M,Dozen,In Production,2006-03-14,3.7,2006,3,3/2006
4057,S-B55D,Sin definir,B,55,Briefs,Women's Panties,Underwear,245.0,S,Dozen,In Production,2006-03-14,3.4,2006,3,3/2006
4058,XL-B55D,Sin definir,B,55,Briefs,Women's Panties,Underwear,340.0,XL,Dozen,In Production,2006-03-14,4.3,2006,3,3/2006
4059,L-B65D,Sin definir,B,65,Briefs,Women's Panties,Underwear,290.0,L,Dozen,In Production,2006-03-14,4.0,2006,3,3/2006
4061,M-B65D,Sin definir,B,65,Briefs,Women's Panties,Underwear,260.0,M,Dozen,In Production,2006-03-14,3.7,2006,3,3/2006
4062,S-B65D,Sin definir,B,65,Briefs,Women's Panties,Underwear,235.0,S,Dozen,In Production,2006-03-14,3.4,2006,3,3/2006
4063,XL-B65D,Sin definir,B,65,Briefs,Women's Panties,Underwear,330.0,XL,Dozen,In Production,2006-03-14,4.3,2006,3,3/2006
4064,M-D46D,Sin definir,D,46,Briefs,Women's Panties,Underwear,240.0,M,Dozen,In Production,2006-03-14,3.6,2006,3,3/2006
4065,S-D46D,Sin definir,D,46,Briefs,Women's Panties,Underwear,220.0,S,Dozen,In Production,2006-03-14,3.3,2006,3,3/2006
4066,XL-D46D,Sin definir,D,46,Briefs,Women's Panties,Underwear,330.0,XL,Dozen,In Production,2006-03-14,4.2,2006,3,3/2006
4067,L-D46SD,Sin definir,D,46,Briefs,Women's Panties,Underwear,305.0,L,Dozen,In Production,2006-03-14,4.2,2006,3,3/2006
4068,M-D46SD,Sin definir,D,46,Briefs,Women's Panties,Underwear,260.0,M,Dozen,In Production,2006-03-14,3.9,2006,3,3/2006
4069,S-D46SD,Sin definir,D,46,Briefs,Women's Panties,Underwear,230.0,S,Dozen,In Production,2006-03-14,3.6,2006,3,3/2006
4070,XL-D46SD,Sin definir,D,46,Briefs,Women's Panties,Underwear,350.0,XL,Dozen,In Production,2006-03-14,4.5,2006,3,3/2006
4071,L-B4649D,Sin definir,B,4649,Briefs,Women's Panties,Underwear,290.0,L,Dozen,In Production,2006-03-14,4.8,2006,3,3/2006
4072,XL-B4649D,Sin definir,B,4649,Briefs,Women's Panties,Underwear,310.0,XL,Dozen,In Production,2006-03-14,5.1,2006,3,3/2006
4073,M-B4649D,Sin definir,B,4649,Briefs,Women's Panties,Underwear,260.0,M,Dozen,In Production,2006-03-14,4.5,2006,3,3/2006
4074,S-B4649D,Sin definir,B,4649,Briefs,Women's Panties,Underwear,225.0,S,Dozen,In Production,2006-03-14,4.2,2006,3,3/2006
4075,L-B4687D,Sin definir,B,4687,Briefs,Women's Panties,Underwear,270.0,L,Dozen,In Production,2006-03-14,4.6,2006,3,3/2006
4076,M-B4687D,Sin definir,B,4687,Briefs,Women's Panties,Underwear,245.0,M,Dozen,In Production,2006-03-14,4.3,2006,3,3/2006
4077,S-B4687D,Sin definir,B,4687,Briefs,Women's Panties,Underwear,205.0,S,Dozen,In Production,2006-03-14,4.0,2006,3,3/2006
4078,XL-B4687D,Sin definir,B,4687,Briefs,Women's Panties,Underwear,320.0,XL,Dozen,In Production,2006-03-14,4.9,2006,3,3/2006
4079,L-B4689D,Sin definir,B,4689,Briefs,Women's Panties,Underwear,295.0,L,Dozen,In Production,2006-03-14,4.6,2006,3,3/2006
4080,M-B4689D,Sin definir,B,4689,Briefs,Women's Panties,Underwear,240.0,M,Dozen,In Production,2006-03-14,4.3,2006,3,3/2006
4081,L-TB41,Sin definir,TB,41,Thongs,Women's Panties,Underwear,190.0,L,Dozen,In Production,2006-03-14,3.6,2006,3,3/2006
4082,M-TB41,Sin definir,TB,41,Thongs,Women's Panties,Underwear,165.0,M,Dozen,In Production,2006-03-14,3.4,2006,3,3/2006
4083,S-TB41,Sin definir,TB,41,Thongs,Women's Panties,Underwear,165.0,S,Dozen,In Production,2006-03-14,3.2,2006,3,3/2006
4084,L-TB41S,Sin definir,TB,41,Thongs,Women's Panties,Underwear,185.0,L,Dozen,In Production,2006-03-14,3.8,2006,3,3/2006
4085,M-TB41S,Sin definir,TB,41,Thongs,Women's Panties,Underwear,165.0,M,Dozen,In Production,2006-03-14,3.6,2006,3,3/2006
4086,S-TB41S,Sin definir,TB,41,Thongs,Women's Panties,Underwear,155.0,S,Dozen,In Production,2006-03-14,3.4,2006,3,3/2006
4087,L-TB46B,Sin definir,TB,46,Thongs,Women's Panties,Underwear,190.0,L,Dozen,In Production,2006-03-14,3.9,2006,3,3/2006
4088,M-TB46B,Sin definir,TB,46,Thongs,Women's Panties,Underwear,170.0,M,Dozen,In Production,2006-03-14,3.7,2006,3,3/2006
4089,S-TB46B,Sin definir,TB,46,Thongs,Women's Panties,Underwear,160.0,S,Dozen,In Production,2006-03-14,3.5,2006,3,3/2006
4090,L-TB46PB,Sin definir,TB,46,Thongs,Women's Panties,Underwear,195.0,L,Dozen,In Production,2006-03-14,4.0,2006,3,3/2006
4091,M-TB46PB,Sin definir,TB,46,Thongs,Women's Panties,Underwear,170.0,M,Dozen,In Production,2006-03-14,3.8,2006,3,3/2006
4092,S-TB46PB,Sin definir,TB,46,Thongs,Women's Panties,Underwear,165.0,S,Dozen,In Production,2006-03-14,3.6,2006,3,3/2006
4093,L-TB46SB,Sin definir,TB,46,Thongs,Women's Panties,Underwear,190.0,L,Dozen,In Production,2006-03-14,4.1,2006,3,3/2006
4094,M-TB46SB,Sin definir,TB,46,Thongs,Women's Panties,Underwear,190.0,M,Dozen,In Production,2006-03-14,3.9,2006,3,3/2006
4095,S-TB46SB,Sin definir,TB,46,Thongs,Women's Panties,Underwear,170.0,S,Dozen,In Production,2006-03-14,3.7,2006,3,3/2006
4096,L-TFF46,Sin definir,TFF,46,Thongs,Women's Panties,Underwear,205.0,L,Dozen,In Production,2006-03-14,3.6,2006,3,3/2006
4097,M-TFF46,Sin definir,TFF,46,Thongs,Women's Panties,Underwear,190.0,M,Dozen,In Production,2006-03-14,3.4,2006,3,3/2006
4098,S-TFF46,Sin definir,TFF,46,Thongs,Women's Panties,Underwear,160.0,S,Dozen,In Production,2006-03-14,3.2,2006,3,3/2006
4099,L-TFF46S,Sin definir,TFF,46,Thongs,Women's Panties,Underwear,205.0,L,Dozen,In Production,2006-03-14,3.8,2006,3,3/2006
4100,M-TFF46S,Sin definir,TFF,46,Thongs,Women's Panties,Underwear,215.0,M,Dozen,In Production,2006-03-14,3.6,2006,3,3/2006
4101,S-TFF46S,Sin definir,TFF,46,Thongs,Women's Panties,Underwear,175.0,S,Dozen,In Production,2006-03-14,3.4,2006,3,3/2006
4102,L-TV46,Sin definir,TV,46,Thongs,Women's Panties,Underwear,195.0,L,Dozen,In Production,2006-03-14,3.5,2006,3,3/2006
4103,S-TV46,Sin definir,TV,46,Thongs,Women's Panties,Underwear,155.0,S,Dozen,In Production,2006-03-14,3.1,2006,3,3/2006
4104,L-TV46S,Sin definir,TV,46,Thongs,Women's Panties,Underwear,215.0,L,Dozen,In Production,2006-03-14,3.7,2006,3,3/2006
4105,M-TV46S,Sin definir,TV,46,Thongs,Women's Panties,Underwear,185.0,M,Dozen,In Production,2006-03-14,3.5,2006,3,3/2006
4106,S-TV46S,Sin definir,TV,46,Thongs,Women's Panties,Underwear,160.0,S,Dozen,In Production,2006-03-14,3.3,2006,3,3/2006
4107,L-TB4690,Sin definir,TB,4690,Thongs,Women's Panties,Underwear,195.0,L,Dozen,In Production,2006-03-14,3.9,2006,3,3/2006
4108,M-TB4690,Sin definir,TB,4690,Thongs,Women's Panties,Underwear,165.0,M,Dozen,In Production,2006-03-14,3.7,2006,3,3/2006
4110,S-B23,Sin definir,B,23,Briefs,Women's Panties,Underwear,230.0,S,Dozen,In Production,2006-03-14,3.1,2006,3,3/2006
4111,L-B46,Sin definir,B,46,Briefs,Women's Panties,Underwear,335.0,L,Dozen,In Production,2006-03-14,3.8,2006,3,3/2006
